country,date,cases
Germany,2020-02-18,16
Germany,2020-02-19,16
Germany,2020-02-20,16
Germany,2020-02-21,16
Germany,2020-02-22,16
Germany,2020-02-23,16
Germany,2020-02-24,16
Germany,2020-02-25,17
Germany,2020-02-26,27
Germany,2020-02-27,46
Germany,2020-02-28,48
Germany,2020-02-29,79
Germany,2020-03-01,130
Germany,2020-03-02,159
Germany,2020-03-03,196
Germany,2020-03-04,262
Germany,2020-03-05,482
Germany,2020-03-06,670
Germany,2020-03-07,799
Germany,2020-03-08,1040
Germany,2020-03-09,1176
Germany,2020-03-10,1457
Germany,2020-03-11,1908
Germany,2020-03-12,2078
Germany,2020-03-13,3675
Germany,2020-03-14,4585
Germany,2020-03-15,5795
Germany,2020-03-16,7272
Germany,2020-03-17,9257
Germany,2020-03-18,12327
Germany,2020-03-19,15320
Germany,2020-03-20,19848
Germany,2020-03-21,22213
Germany,2020-03-22,24873
Germany,2020-03-23,29056
Germany,2020-03-24,32986
Germany,2020-03-25,37323
Germany,2020-03-26,43938
Germany,2020-03-27,50871
Germany,2020-03-28,57695
Germany,2020-03-29,62095
Germany,2020-03-30,66885
Germany,2020-03-31,71808
Germany,2020-04-01,77872
Germany,2020-04-02,84794
Germany,2020-04-03,91159
Germany,2020-04-04,96092
Germany,2020-04-05,100123
Germany,2020-04-06,103374
Germany,2020-04-07,107663
Germany,2020-04-08,113296
Germany,2020-04-09,118181
Germany,2020-04-10,122171
Germany,2020-04-11,124908
Germany,2020-04-12,127854
Germany,2020-04-13,130072
Germany,2020-04-14,131359
Germany,2020-04-15,134753
Germany,2020-04-16,137698
Germany,2020-04-17,141397
Germany,2020-04-18,143342
Germany,2020-04-19,145184
Germany,2020-04-20,147065
Germany,2020-04-21,148291
Germany,2020-04-22,150648
Germany,2020-04-23,153129
Germany,2020-04-24,154999
Germany,2020-04-25,156513
Germany,2020-04-26,157770
Germany,2020-04-27,158758
Germany,2020-04-28,159912
Germany,2020-04-29,161539
Germany,2020-04-30,163009
Germany,2020-05-01,164077
Germany,2020-05-02,164967
Germany,2020-05-03,165664
Germany,2020-05-04,166152
Germany,2020-05-05,167007
Germany,2020-05-06,168162
Germany,2020-05-07,169430
Germany,2020-05-08,170588
Germany,2020-05-09,171324
Germany,2020-05-10,171879
Germany,2020-05-11,172576
Germany,2020-05-12,173171
Germany,2020-05-13,174098
Germany,2020-05-14,174478
Brazil,2020-01-22,0
Brazil,2020-01-23,0
Brazil,2020-01-24,0
Brazil,2020-01-25,0
Brazil,2020-01-26,0
Brazil,2020-01-27,0
Brazil,2020-01-28,0
Brazil,2020-01-29,0
Brazil,2020-01-30,0
Brazil,2020-01-31,0
Brazil,2020-02-01,0
Brazil,2020-02-02,0
Brazil,2020-02-03,0
Brazil,2020-02-04,0
Brazil,2020-02-05,0
Brazil,2020-02-06,0
Brazil,2020-02-07,0
Brazil,2020-02-08,0
Brazil,2020-02-09,0
Brazil,2020-02-10,0
Brazil,2020-02-11,0
Brazil,2020-02-12,0
Brazil,2020-02-13,0
Brazil,2020-02-14,0
Brazil,2020-02-15,0
Brazil,2020-02-16,0
Brazil,2020-02-17,0
Brazil,2020-02-18,0
Brazil,2020-02-19,0
Brazil,2020-02-20,0
Brazil,2020-02-21,0
Brazil,2020-02-22,0
Brazil,2020-02-23,0
Brazil,2020-02-24,0
Brazil,2020-02-25,0
Brazil,2020-02-26,1
Brazil,2020-02-27,1
Brazil,2020-02-28,1
Brazil,2020-02-29,2
Brazil,2020-03-01,2
Brazil,2020-03-02,2
Brazil,2020-03-03,2
Brazil,2020-03-04,4
Brazil,2020-03-05,4
Brazil,2020-03-06,13
Brazil,2020-03-07,13
Brazil,2020-03-08,20
Brazil,2020-03-09,25
Brazil,2020-03-10,31
Brazil,2020-03-11,38
Brazil,2020-03-12,52
Brazil,2020-03-13,151
Brazil,2020-03-14,151
Brazil,2020-03-15,162
Brazil,2020-03-16,200
Brazil,2020-03-17,321
Brazil,2020-03-18,372
Brazil,2020-03-19,621
Brazil,2020-03-20,793
Brazil,2020-03-21,1021
Brazil,2020-03-22,1546
Brazil,2020-03-23,1924
Brazil,2020-03-24,2247
Brazil,2020-03-25,2554
Brazil,2020-03-26,2985
Brazil,2020-03-27,3417
Brazil,2020-03-28,3904
Brazil,2020-03-29,4256
Brazil,2020-03-30,4579
Brazil,2020-03-31,5717
Brazil,2020-04-01,6836
Brazil,2020-04-02,8044
Brazil,2020-04-03,9056
Brazil,2020-04-04,10360
Brazil,2020-04-05,11130
Brazil,2020-04-06,12161
Brazil,2020-04-07,14034
Brazil,2020-04-08,16170
Brazil,2020-04-09,18092
Brazil,2020-04-10,19638
Brazil,2020-04-11,20727
Brazil,2020-04-12,22192
Brazil,2020-04-13,23430
Brazil,2020-04-14,25262
Brazil,2020-04-15,28320
Brazil,2020-04-16,30425
Brazil,2020-04-17,33682
Brazil,2020-04-18,36658
Brazil,2020-04-19,38654
Brazil,2020-04-20,40743
Brazil,2020-04-21,43079
Brazil,2020-04-22,45757
Brazil,2020-04-23,50036
Brazil,2020-04-24,54043
Brazil,2020-04-25,59324
Brazil,2020-04-26,63100
Brazil,2020-04-27,67446
Brazil,2020-04-28,73235
Brazil,2020-04-29,79685
Brazil,2020-04-30,87187
Brazil,2020-05-01,92202
Brazil,2020-05-02,97100
Brazil,2020-05-03,101826
Brazil,2020-05-04,108620
Brazil,2020-05-05,115455
Brazil,2020-05-06,126611
Brazil,2020-05-07,135773
Brazil,2020-05-08,146894
Brazil,2020-05-09,156061
Brazil,2020-05-10,162699
Brazil,2020-05-11,169594
Brazil,2020-05-12,178214
Brazil,2020-05-13,190137
Brazil,2020-05-14,203165
